reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
a6d44d4c-3565-4d32-b221-e3bb4d2e939e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus untuk di dengar cocok dengan berbagai genre,5,0,9.0.2.459,2025-01-08 03:08:29,,,9.0.2.459
bfc3a825-e1d9-4147-ad24-382908acb818,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagusss,5,0,9.0.2.459,2025-01-08 02:53:10,,,9.0.2.459
9a58873a-95e0-4e6a-8419-3dbd3b5b6089,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat memuaskan,5,0,9.0.2.459,2025-01-08 02:47:12,,,9.0.2.459
ef107998-89f8-4870-83a6-cc9af4141a86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus bangett,5,0,9.0.2.459,2025-01-08 02:43:58,,,9.0.2.459
5d413311-192e-4d3a-9870-5f1e3f3363f4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terbaik. Terima kasih 👍👍,5,0,9.0.2.459,2025-01-08 02:37:48,,,9.0.2.459
dba36266-7451-4f26-ab06-009a0cd079a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,9.0.2.459,2025-01-08 02:33:20,,,9.0.2.459
5799df58-335a-4eef-a3c9-0d424b20160b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,🔥,5,0,9.0.2.459,2025-01-08 02:32:37,,,9.0.2.459
c0fe5591-4e59-4d7d-a17c-dedf8fdaddb2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gabisa putar otomatis lagi skrg, harus bgt premium huhhh.. kecewa",1,0,9.0.2.459,2025-01-08 02:26:45,,,9.0.2.459
95ed8eee-5c12-4789-8bed-13a1f18e0cda,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pls gabisa beli premium pdhl udh topup via gopay, pulsa, shopeepay, semuanya aja ga bisa. you've got negative respect from me you dum*as*",1,0,9.0.2.459,2025-01-08 02:17:55,,,9.0.2.459
06da884a-0106-41c7-acc0-ce8b81dfe9f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,spotify,5,0,9.0.2.459,2025-01-08 02:15:50,,,9.0.2.459
2aefead7-cd1f-4782-8542-75b17e8631bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Biarkan Bintang yg Bicara...👍,5,0,9.0.2.459,2025-01-08 02:11:58,,,9.0.2.459
998ebf34-2ca1-419c-9dd5-baa37d403f98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,9.0.2.459,2025-01-08 02:01:21,,,9.0.2.459
d0aae18f-ed34-4e85-b5cd-67cb0b45496a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kurangi durasi iklan,4,0,9.0.2.459,2025-01-08 01:49:01,,,9.0.2.459
d144fda1-dab7-470c-8274-ae96e9986509,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Terimakasih Spotify karena sudah hadir memberi warna,5,0,,2025-01-08 01:30:55,,,
c6fc952a-3f8f-431e-8b8b-d3593e1127bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,,2025-01-08 01:30:22,,,
7d532d84-59a2-4ad5-8976-7000b4857a9d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,,2025-01-08 01:28:11,,,
ab3e35d7-e6bd-4578-9065-ae8c03dc5e0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Asik,5,0,9.0.2.459,2025-01-08 01:18:44,,,9.0.2.459
ea452dec-4d4f-462d-a9a8-959dd5f0a6cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semua musiknya menarik,5,0,9.0.2.459,2025-01-08 01:15:21,,,9.0.2.459
670444f6-6f88-4bbe-b286-be671674e80b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus banget dan keren tapi jangan maksa ke premiyum,4,0,9.0.2.459,2025-01-08 01:04:39,,,9.0.2.459
1aa84fbc-7113-4b86-ac75-f34ab1ccaaa7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,5,0,,2025-01-08 00:58:25,,,
20fdb1db-0067-4346-9dd9-326b38a65e3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,1,8.5.6.673,2025-01-08 00:55:08,,,8.5.6.673
d8a23b95-c953-4f01-962d-a2cf966ad0c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,9.0.2.459,2025-01-08 00:45:24,,,9.0.2.459
8b8f7e59-b706-4044-a5d4-07b89ba3b9b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Goood bgt pokoknya,5,0,,2025-01-08 00:44:31,,,
e10078bf-b22b-4df4-a4fd-fa53f54af5b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apa yang dicari lengkap,5,0,9.0.2.459,2025-01-08 00:43:24,,,9.0.2.459
ad39d95b-ab2e-4274-a629-4f212bb1516b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya hubungi dgn audio mobil,jadi ini sangat bagus",5,0,9.0.2.459,2025-01-08 00:36:02,,,9.0.2.459
dabd0acd-94a4-4d4f-93b7-219c6d78a1a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,9.0.2.459,2025-01-08 00:31:49,,,9.0.2.459
d468ad6c-74c6-439c-a963-9837b2d0cf3d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jos,5,0,9.0.2.459,2025-01-08 00:31:15,,,9.0.2.459
f1014e66-dddc-4577-92a3-efc87111fa72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,3,0,,2025-01-08 00:15:50,,,
3c0e7b36-562a-482a-8cfd-badde8db0588,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Menyenangkanlah..menghibur dr keheningan karena lagu d stel lgs apa aja t3rserah,5,0,8.9.60.560,2025-01-08 00:13:33,,,8.9.60.560
bfad0c14-1ec9-4998-9980-29bca8128633,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oke,5,0,9.0.2.459,2025-01-08 00:07:25,,,9.0.2.459
13b3a98d-6bce-424f-a357-df71df3951c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,9.0.2.459,2025-01-07 23:57:46,,,9.0.2.459
2bcc3e87-8aaa-4994-a9cd-8e011ff50158,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,k***tol🤣,5,0,9.0.2.459,2025-01-07 23:50:58,,,9.0.2.459
b34bae7b-a960-4270-952a-dcb40f20fdf9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,9.0.2.459,2025-01-07 23:14:11,,,9.0.2.459
0b4932ec-208b-4934-8c05-bae2d0795823,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Enak di dengar lagi nya,5,0,9.0.2.459,2025-01-07 22:53:55,,,9.0.2.459
005c9f1d-8045-45ef-82c8-763b1d52e791,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap temen perjalanan .kerja .dan Santai,5,0,9.0.2.459,2025-01-07 22:52:32,,,9.0.2.459
d7f39a79-14a6-4b76-91d4-011e5385b032,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak visual,4,0,9.0.2.459,2025-01-07 22:03:42,,,9.0.2.459
060db3f5-75d5-4f40-9ecb-785d25814ed9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon dibuka kembali sportify nya,5,0,,2025-01-07 22:00:41,,,
9e6422f8-d821-4629-8494-5112dadb1011,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau dengerin lagu pun di Batasin Udahlah banyak kali iklan mengganggu, eh malah di batasi lagi buat dengerin lagu malah di suruh premium Macam kau satu satunya aja yg punya aplikasi musik Mending pindah ke SoundCloud, walaupun ga lengkap tapi nyaman gada iklan, gada di suruh premium malah bisa gampang upload lagu",1,0,8.9.68.456,2025-01-07 21:59:26,,,8.9.68.456
a4131ac1-b467-48ac-a8bb-098029a7c150,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Spotify adalah aplikasi musik yg bagus sangat bagus tapi disini saya tidak bisa mendownload musik musik yang saya sukai tolong perbaiki ya begitu saja sekian terima kasih,5,0,9.0.2.459,2025-01-07 21:31:36,,,9.0.2.459
37172c77-8376-479f-b93b-86e072ec6433,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,3,0,8.9.96.476,2025-01-07 21:25:30,,,8.9.96.476
7cbe59ba-02ae-4f6f-8c02-7fa804117bf0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak iklan,2,0,,2025-01-07 21:17:13,,,
c052b781-cc5a-4849-aec5-2f22d184163d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Katanya ada iklan kok gak ada😍,5,0,9.0.2.459,2025-01-07 21:07:43,,,9.0.2.459
f28304d5-59d2-4c90-b47f-47ba6c93f482,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sekarang kenapa si? ko cuma bisa nyetel lagu sedikit doang? abis itu harus nungguin besok, nyebelin banget.",2,0,,2025-01-07 20:13:44,,,
7f150f5e-941a-4a20-87cd-ce6d7f738f92,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tingkatkan terus user friendly-nya...,5,0,9.0.2.459,2025-01-07 19:50:50,,,9.0.2.459
0b2a3956-1f39-425a-9fbe-d78f61e44bf4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Top dh,5,0,9.0.2.459,2025-01-07 18:59:59,,,9.0.2.459
a3b9edf8-e9a0-4fdd-9c46-f64bb8b54640,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,GOOD,5,0,9.0.2.459,2025-01-07 18:45:25,,,9.0.2.459
c7b0d23f-0d78-4d80-b81c-859b633db099,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very Good...👍👍👍,5,0,,2025-01-07 18:39:52,,,
ddae34b7-fac2-492c-af30-456e7b87cbbb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so ok,5,0,,2025-01-07 18:18:22,,,
f1c0f4fc-220f-4a0e-8e11-7344f6e5826d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus sih buat kalo lagi galau tapi sayang gak bisa download lagi nya🥱,5,0,9.0.2.459,2025-01-07 18:05:51,,,9.0.2.459
29f569ff-41f4-44d2-8e3a-00cbf94a0040,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Menjadi obat penenang disaat tubuh ini lelah dngan duniawi,5,0,9.0.2.459,2025-01-07 18:02:20,,,9.0.2.459
067c889c-1ab9-4aac-9793-baed079a05e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus² aja sih😊,5,0,9.0.2.459,2025-01-07 17:48:29,,,9.0.2.459
b5771721-b6c5-4f51-8e27-c49ab7f9af4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi rusak...habis puter 1 lagu ga bisa putar lagi kalo di playlist,1,0,8.9.86.551,2025-01-07 17:48:01,,,8.9.86.551
c9e489da-f022-4f77-b6eb-4d082641dd35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love using the app,5,0,9.0.2.459,2025-01-07 17:41:30,,,9.0.2.459
fa43e630-8208-48cc-8ac6-e697e1c85806,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus,5,0,9.0.2.459,2025-01-07 17:35:52,,,9.0.2.459
bc737c6a-8317-4900-9898-14be9cdf1cd1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Menghibur,5,0,9.0.2.459,2025-01-07 17:22:53,,,9.0.2.459
47136817-c25c-4c84-8f94-94d2a78a1f4b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jelek kali dowhhhhh Baru putar satu lagu langsung gada suara Harus di skip dan dipas dulu baru keluar lagi suaranya Coba tau gake Apple Music aja dah Sampah kali lah,1,0,9.0.2.459,2025-01-07 17:02:15,,,9.0.2.459
edfb68ad-dd7b-4b6f-822f-0880cee5e0ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Spotify buat premium buat pelajar semingguan gitu kek,biar semangat dengarnya",5,0,8.9.20.574,2025-01-07 17:01:40,,,8.9.20.574
2d094c2b-ffb9-4404-b2ed-3e39c63d2419,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Udah beli premium tapi gak bisa download dan lakuin yang dikatain iklan mana mahal pula premiumnya,1,0,9.0.2.459,2025-01-07 16:59:08,,,9.0.2.459
bde8ccf6-a2c5-449b-8f5a-18c816216304,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi jelek,1,0,9.0.2.459,2025-01-07 16:58:30,,,9.0.2.459
04278294-83d4-4d49-b46e-39da4897fcb3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru uninstal, karena kok jadi beda, gak bisa muter lagu berikutnya , harus klik lagi dan lagi",2,0,,2025-01-07 16:45:37,,,
e851b585-9955-4132-a14c-b170bb81f5d1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin buruk ,,makin banyak iklan",1,0,,2025-01-07 16:45:10,,,
20b2ba21-a690-4964-846c-e4ce84866405,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tau kan kenapa gw kasih bintang 1,1,0,9.0.2.459,2025-01-07 16:42:46,,,9.0.2.459
87ab8667-b8e5-49eb-a9d9-b9a52e044b6e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,keren,5,0,8.9.44.368,2025-01-07 16:37:11,,,8.9.44.368
4b6e5ba7-e3fd-4be5-a419-c9054fb6d728,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,8.8.80.599,2025-01-07 16:18:49,,,8.8.80.599
c52deedb-c042-459e-be23-a806262df675,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,5,0,9.0.2.459,2025-01-07 15:58:15,,,9.0.2.459
66c9e387-0cdd-4a41-ad6b-14d048dd2bd6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baguss,5,0,9.0.2.459,2025-01-07 15:53:25,,,9.0.2.459
